Program_Name,School,School_Type,Community_Of_Schools,Zip_Code,Dual_Language,Applications,Seat_Offers
Charles Drew Middle School,Charles Drew Middle School,MIDDLE SCHOOL,RIVERA COS,90001,No,27,0
Charles Drew Middle School,Charles Drew Middle School,MIDDLE SCHOOL,RIVERA COS,90001,Yes,13,1
Charles Drew Middle School Gifted Magnet,Charles Drew Middle School,MAGNET CENTER - MIDDLE SCHOOL,RIVERA COS,90001,No,151,32
Charles Drew Middle School Gifted Magnet,Charles Drew Middle School,MAGNET CENTER - MIDDLE SCHOOL,RIVERA COS,90001,Yes,2,1
Thomas A Edison Middle School,Thomas A Edison Middle School,MIDDLE SCHOOL,RIVERA COS,90001,No,80,13
Thomas A Edison Middle School,Thomas A Edison Middle School,MIDDLE SCHOOL,RIVERA COS,90001,Yes,45,11
Roy Romer Middle School,Roy Romer Middle School,MIDDLE SCHOOL,NO HLYWD/VAL VLG COS,91606,No,22,0
Roy Romer Middle School,Roy Romer Middle School,MIDDLE SCHOOL,NO HLYWD/VAL VLG COS,91606,Yes,2,0
Roy Romer Middle School STEM Magnet,Roy Romer Middle School,MAGNET CENTER - MIDDLE SCHOOL,NO HLYWD/VAL VLG COS,91606,No,193,73
Roy Romer Middle Gifted/Humanities Magnet,Roy Romer Middle School,MAGNET CENTER - MIDDLE SCHOOL,NO HLYWD/VAL VLG COS,91606,No,50,7
Roy Romer Middle Gifted/Humanities Magnet,Roy Romer Middle School,MAGNET CENTER - MIDDLE SCHOOL,NO HLYWD/VAL VLG COS,91606,Yes,1,0
Vista Middle School Sports Med/College Prep Magnet,Vista Middle School,MAGNET CENTER - MIDDLE SCHOOL,PANORAMA CITY COS,91402,No,438,190
El Sereno Middle School,El Sereno Middle School,MIDDLE SCHOOL,LNCLN HTS/EL SRNO COS,90032,No,35,3
El Sereno Middle School,El Sereno Middle School,MIDDLE SCHOOL,LNCLN HTS/EL SRNO COS,90032,Yes,69,12
El Sereno Middle School Science/Tech/Math Magnet,El Sereno Middle School,MAGNET CENTER - MIDDLE SCHOOL,LNCLN HTS/EL SRNO COS,90032,No,192,45
El Sereno Middle School Science/Tech/Math Magnet,El Sereno Middle School,MAGNET CENTER - MIDDLE SCHOOL,LNCLN HTS/EL SRNO COS,90032,Yes,12,3
El Sereno Middle School Gifted Magnet,El Sereno Middle School,MAGNET CENTER - MIDDLE SCHOOL,LNCLN HTS/EL SRNO COS,90032,No,131,31
El Sereno Middle School Gifted Magnet,El Sereno Middle School,MAGNET CENTER - MIDDLE SCHOOL,LNCLN HTS/EL SRNO COS,90032,Yes,8,2
El Sereno Middle School Env Sci/Humanitarian Magnet,El Sereno Middle School,MAGNET CENTER - MIDDLE SCHOOL,LNCLN HTS/EL SRNO COS,90032,No,256,142
El Sereno Middle School Env Sci/Humanitarian Magnet,El Sereno Middle School,MAGNET CENTER - MIDDLE SCHOOL,LNCLN HTS/EL SRNO COS,90032,Yes,13,1
Alexander Fleming Middle School Science/Tech/Math Magnet,Alexander Fleming Middle School,MAGNET CENTER - MIDDLE SCHOOL,HARBR CITY/LOMTA COS,90717,No,424,136
Alexander Fleming Middle School Science/Tech/Math Magnet,Alexander Fleming Middle School,MAGNET CENTER - MIDDLE SCHOOL,HARBR CITY/LOMTA COS,90717,Yes,9,5
Robert Frost Middle School,Robert Frost Middle School,MIDDLE SCHOOL,KENNDY/NAHS/VAAS COS,91344,No,519,124
Robert Frost Middle School,Robert Frost Middle School,MIDDLE SCHOOL,KENNDY/NAHS/VAAS COS,91344,Yes,11,1
Robert Frost Middle School STEAM Magnet,Robert Frost Middle School,MAGNET CENTER - MIDDLE SCHOOL,KENNDY/NAHS/VAAS COS,91344,No,1304,145
Robert Frost Middle School STEAM Magnet,Robert Frost Middle School,MAGNET CENTER - MIDDLE SCHOOL,KENNDY/NAHS/VAAS COS,91344,Yes,8,1
Robert Fulton College Preparatory School,Robert Fulton College Preparatory School,SPAN SCHOOL,PANORAMA CITY COS,91405,No,62,6
Robert Fulton College Preparatory School,Robert Fulton College Preparatory School,SPAN SCHOOL,PANORAMA CITY COS,91405,Yes,9,0
Robert Fulton College Prep Communication Arts/Music Magnet,Robert Fulton College Preparatory School,MAGNET CENTER - MIDDLE SCHOOL,PANORAMA CITY COS,91405,No,239,134
Robert Fulton College Prep Communication Arts/Music Magnet,Robert Fulton College Preparatory School,MAGNET CENTER - MIDDLE SCHOOL,PANORAMA CITY COS,91405,Yes,2,2
Henry T Gage Middle School,Henry T Gage Middle School,MIDDLE SCHOOL,HUNTNGTN PK/VRNON COS,90255,No,86,13
Henry T Gage Middle School,Henry T Gage Middle School,MIDDLE SCHOOL,HUNTNGTN PK/VRNON COS,90255,Yes,72,28
Henry T Gage Middle School Science/Tech/Math Magnet,Henry T Gage Middle School,MAGNET CENTER - MIDDLE SCHOOL,HUNTNGTN PK/VRNON COS,90255,No,331,94
Henry T Gage Middle School Science/Tech/Math Magnet,Henry T Gage Middle School,MAGNET CENTER - MIDDLE SCHOOL,HUNTNGTN PK/VRNON COS,90255,Yes,18,5
Southeast Middle School DREAMS Magnet,Southeast Middle School,MAGNET CENTER - MIDDLE SCHOOL,SOUTH GATE COS,90280,No,507,137
Southeast Middle School DREAMS Magnet,Southeast Middle School,MAGNET CENTER - MIDDLE SCHOOL,SOUTH GATE COS,90280,Yes,9,3
Samuel Gompers Middle School,Samuel Gompers Middle School,MIDDLE SCHOOL,ACHIEVEMENT NETWORK,90061,No,19,0
Samuel Gompers Middle School,Samuel Gompers Middle School,MIDDLE SCHOOL,ACHIEVEMENT NETWORK,90061,Yes,6,0
Samuel Gompers Middle School STEAM Magnet,Samuel Gompers Middle School,MAGNET CENTER - MIDDLE SCHOOL,ACHIEVEMENT NETWORK,90061,No,176,18
Samuel Gompers Middle School STEAM Magnet,Samuel Gompers Middle School,MAGNET CENTER - MIDDLE SCHOOL,ACHIEVEMENT NETWORK,90061,Yes,2,1
Griffith Middle School STEAM Magnet,Griffith Middle School STEAM Magnet,MAGNET-SELF CONTAINED (MIDDLE),EAST LOS ANGELES COS,90022,No,783,246
Griffith Middle School STEAM Magnet,Griffith Middle School STEAM Magnet,MAGNET-SELF CONTAINED (MIDDLE),EAST LOS ANGELES COS,90022,Yes,13,4
George Ellery Hale Charter Academy Gifted STEAM Magnet,George Ellery Hale Charter Academy,MAGNET CENTER - MIDDLE SCHOOL,TAFT COS,91367,No,783,162
George Ellery Hale Charter Academy Gifted STEAM Magnet,George Ellery Hale Charter Academy,MAGNET CENTER - MIDDLE SCHOOL,TAFT COS,91367,Yes,6,0
Patrick Henry Middle School,Patrick Henry Middle School,MIDDLE SCHOOL,KENNDY/NAHS/VAAS COS,91344,No,221,42
Patrick Henry Middle School,Patrick Henry Middle School,MIDDLE SCHOOL,KENNDY/NAHS/VAAS COS,91344,Yes,7,1
Patrick Henry Middle School Computer/Math/Science Magnet,Patrick Henry Middle School,MAGNET CENTER - MIDDLE SCHOOL,KENNDY/NAHS/VAAS COS,91344,No,676,121
Patrick Henry Middle School Computer/Math/Science Magnet,Patrick Henry Middle School,MAGNET CENTER - MIDDLE SCHOOL,KENNDY/NAHS/VAAS COS,91344,Yes,7,0
Patrick Henry Middle School Visual & Performing Arts Magnet,Patrick Henry Middle School,MAGNET CENTER - MIDDLE SCHOOL,KENNDY/NAHS/VAAS COS,91344,No,451,125
Patrick Henry Middle School Visual & Performing Arts Magnet,Patrick Henry Middle School,MAGNET CENTER - MIDDLE SCHOOL,KENNDY/NAHS/VAAS COS,91344,Yes,4,0
Hollenbeck Middle School,Hollenbeck Middle School,MIDDLE SCHOOL,BOYLE HEIGHTS COS,90023,No,35,7
Hollenbeck Middle School,Hollenbeck Middle School,MIDDLE SCHOOL,BOYLE HEIGHTS COS,90023,Yes,3,1
Hollenbeck MS Science/Tech/Engineering/Math/Medicine Magnet,Hollenbeck Middle School,MAGNET CENTER - MIDDLE SCHOOL,BOYLE HEIGHTS COS,90023,No,274,109
Hollenbeck MS Science/Tech/Engineering/Math/Medicine Magnet,Hollenbeck Middle School,MAGNET CENTER - MIDDLE SCHOOL,BOYLE HEIGHTS COS,90023,Yes,5,2
Hollenbeck Middle School Law/Public Service Magnet,Hollenbeck Middle School,MAGNET CENTER - MIDDLE SCHOOL,BOYLE HEIGHTS COS,90023,No,134,25
Hollenbeck Middle School Law/Public Service Magnet,Hollenbeck Middle School,MAGNET CENTER - MIDDLE SCHOOL,BOYLE HEIGHTS COS,90023,Yes,3,1
Oliver Wendell Holmes Middle School,Oliver Wendell Holmes Middle School,MIDDLE SCHOOL,MONROE COS,91325,No,358,99
Oliver Wendell Holmes Middle School,Oliver Wendell Holmes Middle School,MIDDLE SCHOOL,MONROE COS,91325,Yes,8,2
Oliver Wendell Holmes MS International Humanities Magnet,Oliver Wendell Holmes Middle School,MAGNET CENTER - MIDDLE SCHOOL,MONROE COS,91325,No,767,170
Oliver Wendell Holmes MS International Humanities Magnet,Oliver Wendell Holmes Middle School,MAGNET CENTER - MIDDLE SCHOOL,MONROE COS,91325,Yes,4,0
Washington Irving Middle School Math Music Engineering Mag,Washington Irving Middle School Math Music Engineering Mag,MAGNET-SELF CONTAINED (MIDDLE),GLSLL/LS FLZ PRK COS,90065,No,539,180
Washington Irving Middle School Math Music Engineering Mag,Washington Irving Middle School Math Music Engineering Mag,MAGNET-SELF CONTAINED (MIDDLE),GLSLL/LS FLZ PRK COS,90065,Yes,5,1
Los Angeles Academy Middle School,Los Angeles Academy Middle School,MIDDLE SCHOOL,JEFFERSON/SC EAST COS,90011,No,179,30
Los Angeles Academy Middle School,Los Angeles Academy Middle School,MIDDLE SCHOOL,JEFFERSON/SC EAST COS,90011,Yes,33,5
Los Angeles Academy Middle School STEAM Magnet,Los Angeles Academy Middle School,MAGNET CENTER - MIDDLE SCHOOL,JEFFERSON/SC EAST COS,90011,No,401,106
Los Angeles Academy Middle School STEAM Magnet,Los Angeles Academy Middle School,MAGNET CENTER - MIDDLE SCHOOL,JEFFERSON/SC EAST COS,90011,Yes,17,7
Miguel Contreras Learning Complex - Acdemic Ldrshp Community,Miguel Contreras Learning Complex - Acdemic Ldrshp Community,SENIOR HIGH SCHOOL,MACARTHUR PARK COS,90017,No,85,4
Miguel Contreras Learning Complex - Acdemic Ldrshp Community,Miguel Contreras Learning Complex - Acdemic Ldrshp Community,SENIOR HIGH SCHOOL,MACARTHUR PARK COS,90017,Yes,7,0
Thomas Starr King Middle School Magnet: Film and Media,Thomas Starr King Middle School Magnet: Film and Media,MAGNET-SELF CONTAINED (MIDDLE),GLSLL/LS FLZ PRK COS,90029,No,917,187
Thomas Starr King Middle School Magnet: Film and Media,Thomas Starr King Middle School Magnet: Film and Media,MAGNET-SELF CONTAINED (MIDDLE),GLSLL/LS FLZ PRK COS,90029,Yes,16,7
Thomas Starr King Middle School Gifted/Arts/Technology Mag,Thomas Starr King Middle School Magnet: Film and Media,MAGNET CENTER - MIDDLE SCHOOL,GLSLL/LS FLZ PRK COS,90029,No,684,171
Thomas Starr King Middle School Gifted/Arts/Technology Mag,Thomas Starr King Middle School Magnet: Film and Media,MAGNET CENTER - MIDDLE SCHOOL,GLSLL/LS FLZ PRK COS,90029,Yes,19,5
Thomas Starr King MS Env Sci/Tech/Engineering/Arts/Math Mag,Thomas Starr King Middle School Magnet: Film and Media,MAGNET CENTER - MIDDLE SCHOOL,GLSLL/LS FLZ PRK COS,90029,No,1051,160
Thomas Starr King MS Env Sci/Tech/Engineering/Arts/Math Mag,Thomas Starr King Middle School Magnet: Film and Media,MAGNET CENTER - MIDDLE SCHOOL,GLSLL/LS FLZ PRK COS,90029,Yes,24,0
Ernest Lawrence Middle School,Ernest Lawrence Middle School,MIDDLE SCHOOL,CNGA PK/CHTSWRTH COS,91311,No,149,12
Ernest Lawrence Middle School,Ernest Lawrence Middle School,MIDDLE SCHOOL,CNGA PK/CHTSWRTH COS,91311,Yes,4,0
Ernest Lawrence Middle School Gifted Magnet,Ernest Lawrence Middle School,MAGNET CENTER - MIDDLE SCHOOL,CNGA PK/CHTSWRTH COS,91311,No,385,136
Ernest Lawrence Middle School Gifted Magnet,Ernest Lawrence Middle School,MAGNET CENTER - MIDDLE SCHOOL,CNGA PK/CHTSWRTH COS,91311,Yes,2,1
Ernest Lawrence Middle School Pioneering Science Magnet,Ernest Lawrence Middle School,MAGNET CENTER - MIDDLE SCHOOL,CNGA PK/CHTSWRTH COS,91311,No,187,62
Joseph Le Conte Middle School,Joseph Le Conte Middle School,MIDDLE SCHOOL,HOLLYWOOD COS,90028,No,61,14
Joseph Le Conte Middle School,Joseph Le Conte Middle School,MIDDLE SCHOOL,HOLLYWOOD COS,90028,Yes,7,0
Joseph Le Conte Middle School Hlth/Eng/Applied Sci/Tech Mag,Joseph Le Conte Middle School,MAGNET CENTER - MIDDLE SCHOOL,HOLLYWOOD COS,90028,No,179,61
Joseph Le Conte Middle School Hlth/Eng/Applied Sci/Tech Mag,Joseph Le Conte Middle School,MAGNET CENTER - MIDDLE SCHOOL,HOLLYWOOD COS,90028,Yes,3,3
Joseph Le Conte Middle School CES Communication & Arts Mag,Joseph Le Conte Middle School,MAGNET CENTER - MIDDLE SCHOOL,HOLLYWOOD COS,90028,No,161,37
Joseph Le Conte Middle School CES Communication & Arts Mag,Joseph Le Conte Middle School,MAGNET CENTER - MIDDLE SCHOOL,HOLLYWOOD COS,90028,Yes,4,2
James Madison Middle School,James Madison Middle School,MIDDLE SCHOOL,VAN NUYS/VAL GLN COS,91605,No,94,16
James Madison Middle School,James Madison Middle School,MIDDLE SCHOOL,VAN NUYS/VAL GLN COS,91605,Yes,2,0
James Madison Middle School Medical/Math/Science Magnet,James Madison Middle School,MAGNET CENTER - MIDDLE SCHOOL,VAN NUYS/VAL GLN COS,91605,No,339,109
James Madison Middle School Medical/Math/Science Magnet,James Madison Middle School,MAGNET CENTER - MIDDLE SCHOOL,VAN NUYS/VAL GLN COS,91605,Yes,3,1
James Madison Middle School Comp Sci/Eng Design Magnet,James Madison Middle School,MAGNET CENTER - MIDDLE SCHOOL,VAN NUYS/VAL GLN COS,91605,No,353,152
James Madison Middle School Comp Sci/Eng Design Magnet,James Madison Middle School,MAGNET CENTER - MIDDLE SCHOOL,VAN NUYS/VAL GLN COS,91605,Yes,1,0
Marina Del Rey Middle School,Marina Del Rey Middle School,MIDDLE SCHOOL,VENICE COS,90066,No,170,14
Marina Del Rey Middle School,Marina Del Rey Middle School,MIDDLE SCHOOL,VENICE COS,90066,Yes,22,1
Marina Del Rey Middle School Performing Arts Magnet,Marina Del Rey Middle School,MAGNET CENTER - MIDDLE SCHOOL,VENICE COS,90066,No,528,144
Marina Del Rey Middle School Performing Arts Magnet,Marina Del Rey Middle School,MAGNET CENTER - MIDDLE SCHOOL,VENICE COS,90066,Yes,12,7
Edwin Markham Middle School Health Careers Magnet,Edwin Markham Middle School,MAGNET CENTER - MIDDLE SCHOOL,FREMONT COS,90002,No,101,30
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,VAN NUYS/VAL GLN COS,91423,No,1114,172
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,VAN NUYS/VAL GLN COS,91423,Yes,15,1
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,VAN NUYS/VAL GLN COS,91423,No,278,76
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,VAN NUYS/VAL GLN COS,91423,Yes,4,3
Mount Gleason Middle School,Mount Gleason Middle School,MIDDLE SCHOOL,SUNLAND/TUJUNGA COS,91040,No,24,3
Mount Gleason Middle School,Mount Gleason Middle School,MIDDLE SCHOOL,SUNLAND/TUJUNGA COS,91040,Yes,2,0
Mount Gleason Middle School Gifted Magnet,Mount Gleason Middle School,MAGNET CENTER - MIDDLE SCHOOL,SUNLAND/TUJUNGA COS,91040,No,149,46
Mount Gleason Middle School STEAM Magnet,Mount Gleason Middle School,MAGNET CENTER - MIDDLE SCHOOL,SUNLAND/TUJUNGA COS,91040,No,220,81
Mount Gleason Middle School STEAM Magnet,Mount Gleason Middle School,MAGNET CENTER - MIDDLE SCHOOL,SUNLAND/TUJUNGA COS,91040,Yes,1,0
Johnnie L Cochran Jr Middle School,Johnnie L Cochran Jr Middle School,MIDDLE SCHOOL,LA MID-CITY COS,90019,No,16,0
John Muir Middle School,John Muir Middle School,MIDDLE SCHOOL,SOUTH MID-CITY COS,90044,No,29,0
John Muir Middle School,John Muir Middle School,MIDDLE SCHOOL,SOUTH MID-CITY COS,90044,Yes,1,0
John Muir Middle School Science/Tech/Math Magnet,John Muir Middle School,MAGNET CENTER - MIDDLE SCHOOL,SOUTH MID-CITY COS,90044,No,147,43
John Muir Middle School Science/Tech/Math Magnet,John Muir Middle School,MAGNET CENTER - MIDDLE SCHOOL,SOUTH MID-CITY COS,90044,Yes,4,1
William Mulholland Middle School,William Mulholland Middle School,MIDDLE SCHOOL,RESEDA COS,91406,No,118,22
William Mulholland Middle School,William Mulholland Middle School,MIDDLE SCHOOL,RESEDA COS,91406,Yes,7,1
William Mulholland Middle School Police Academy Magnet,William Mulholland Middle School,MAGNET CENTER - MIDDLE SCHOOL,RESEDA COS,91406,No,295,100
William Mulholland Middle School Police Academy Magnet,William Mulholland Middle School,MAGNET CENTER - MIDDLE SCHOOL,RESEDA COS,91406,Yes,1,0
William Mulholland Middle School Robotics Magnet,William Mulholland Middle School,MAGNET CENTER - MIDDLE SCHOOL,RESEDA COS,91406,No,389,142
William Mulholland Middle School Robotics Magnet,William Mulholland Middle School,MAGNET CENTER - MIDDLE SCHOOL,RESEDA COS,91406,Yes,3,3
Florence Nightingale Middle School,Florence Nightingale Middle School,MIDDLE SCHOOL,LNCLN HTS/EL SRNO COS,90065,No,19,2
Florence Nightingale Middle School,Florence Nightingale Middle School,MIDDLE SCHOOL,LNCLN HTS/EL SRNO COS,90065,Yes,38,18
Florence Nightingale Middle School Bus Entrprshp Tech Magnet,Florence Nightingale Middle School,MAGNET CENTER - MIDDLE SCHOOL,LNCLN HTS/EL SRNO COS,90065,No,254,87
Florence Nightingale Middle School Bus Entrprshp Tech Magnet,Florence Nightingale Middle School,MAGNET CENTER - MIDDLE SCHOOL,LNCLN HTS/EL SRNO COS,90065,Yes,11,6
Florence Nightingale Middle School Gifted STEM Magnet,Florence Nightingale Middle School,MAGNET CENTER - MIDDLE SCHOOL,LNCLN HTS/EL SRNO COS,90065,No,191,37
Florence Nightingale Middle School Gifted STEM Magnet,Florence Nightingale Middle School,MAGNET CENTER - MIDDLE SCHOOL,LNCLN HTS/EL SRNO COS,90065,Yes,8,2
Florence Nightingale Middle Med/Hea/Kinesiology Magnet,Florence Nightingale Middle School,MAGNET CENTER - MIDDLE SCHOOL,LNCLN HTS/EL SRNO COS,90065,No,217,27
Florence Nightingale Middle Med/Hea/Kinesiology Magnet,Florence Nightingale Middle School,MAGNET CENTER - MIDDLE SCHOOL,LNCLN HTS/EL SRNO COS,90065,Yes,4,1
Chester W Nimitz Middle School,Chester W Nimitz Middle School,MIDDLE SCHOOL,HUNTNGTN PK/VRNON COS,90255,No,36,7
Chester W Nimitz Middle School,Chester W Nimitz Middle School,MIDDLE SCHOOL,HUNTNGTN PK/VRNON COS,90255,Yes,4,0
Chester W Nimitz Middle School Science/Tech/Math Magnet,Chester W Nimitz Middle School,MAGNET CENTER - MIDDLE SCHOOL,HUNTNGTN PK/VRNON COS,90255,No,349,130
Chester W Nimitz Middle School Science/Tech/Math Magnet,Chester W Nimitz Middle School,MAGNET CENTER - MIDDLE SCHOOL,HUNTNGTN PK/VRNON COS,90255,Yes,5,3
Alfred B Nobel Charter Middle School STEAM Magnet,Alfred B Nobel Charter Middle School,MAGNET CENTER - MIDDLE SCHOOL,CNGA PK/CHTSWRTH COS,91324,No,2022,303
Alfred B Nobel Charter Middle School STEAM Magnet,Alfred B Nobel Charter Middle School,MAGNET CENTER - MIDDLE SCHOOL,CNGA PK/CHTSWRTH COS,91324,Yes,17,0
Northridge Middle School,Northridge Middle School,MIDDLE SCHOOL,CLEVELAND COS,91325,No,132,4
Northridge Middle School,Northridge Middle School,MIDDLE SCHOOL,CLEVELAND COS,91325,Yes,10,0
Northridge Middle Medical Health Careers Magnet,Northridge Middle School,MAGNET CENTER - MIDDLE SCHOOL,CLEVELAND COS,91325,No,284,99
Northridge Middle Medical Health Careers Magnet,Northridge Middle School,MAGNET CENTER - MIDDLE SCHOOL,CLEVELAND COS,91325,Yes,7,4
Olive Vista Middle School,Olive Vista Middle School,MIDDLE SCHOOL,SAN FRNNDO/SYLMR COS,91342,No,27,6
Olive Vista Middle School,Olive Vista Middle School,MIDDLE SCHOOL,SAN FRNNDO/SYLMR COS,91342,Yes,5,1
Olive Vista Middle School STEAM Magnet,Olive Vista Middle School,MAGNET CENTER - MIDDLE SCHOOL,SAN FRNNDO/SYLMR COS,91342,No,301,135
Olive Vista Middle School STEAM Magnet,Olive Vista Middle School,MAGNET CENTER - MIDDLE SCHOOL,SAN FRNNDO/SYLMR COS,91342,Yes,3,0
Pacoima Middle School,Pacoima Middle School,MIDDLE SCHOOL,SUN VALLEY COS,91331,No,30,6
Pacoima Middle School,Pacoima Middle School,MIDDLE SCHOOL,SUN VALLEY COS,91331,Yes,1,0
Pacoima Middle School Film/Media/Perf Arts Magnet,Pacoima Middle School,MAGNET CENTER - MIDDLE SCHOOL,SUN VALLEY COS,91331,No,205,72
Pacoima Middle School Film/Media/Perf Arts Magnet,Pacoima Middle School,MAGNET CENTER - MIDDLE SCHOOL,SUN VALLEY COS,91331,Yes,1,1
Pacoima Middle School Computer Science/Math Magnet,Pacoima Middle School,MAGNET CENTER - MIDDLE SCHOOL,SUN VALLEY COS,91331,No,156,53
Pacoima Middle School Computer Science/Math Magnet,Pacoima Middle School,MAGNET CENTER - MIDDLE SCHOOL,SUN VALLEY COS,91331,Yes,3,2
Palms Middle School,Palms Middle School,MIDDLE SCHOOL,HAMILTON COS,90034,No,649,110
Palms Middle School,Palms Middle School,MIDDLE SCHOOL,HAMILTON COS,90034,Yes,28,3
Palms Middle School Gifted Magnet,Palms Middle School,MAGNET CENTER - MIDDLE SCHOOL,HAMILTON COS,90034,No,1098,190
Palms Middle School Gifted Magnet,Palms Middle School,MAGNET CENTER - MIDDLE SCHOOL,HAMILTON COS,90034,Yes,26,2
Woodland Hills Academy,Woodland Hills Academy,MIDDLE SCHOOL,TAFT COS,91367,No,214,58
Woodland Hills Academy,Woodland Hills Academy,MIDDLE SCHOOL,TAFT COS,91367,Yes,11,5
Robert E Peary Middle School,Robert E Peary Middle School,MIDDLE SCHOOL,GARDENA COS,90247,No,77,10
Robert E Peary Middle School,Robert E Peary Middle School,MIDDLE SCHOOL,GARDENA COS,90247,Yes,18,2
Robert E Peary Middle School STEAM Magnet,Robert E Peary Middle School,MAGNET CENTER - MIDDLE SCHOOL,GARDENA COS,90247,No,303,104
Robert E Peary Middle School STEAM Magnet,Robert E Peary Middle School,MAGNET CENTER - MIDDLE SCHOOL,GARDENA COS,90247,Yes,4,1
Robert E Peary Middle School Gifted Magnet,Robert E Peary Middle School,MAGNET CENTER - MIDDLE SCHOOL,GARDENA COS,90247,No,135,36
Robert E Peary Middle School Gifted Magnet,Robert E Peary Middle School,MAGNET CENTER - MIDDLE SCHOOL,GARDENA COS,90247,Yes,3,1
George K Porter Middle School,George K Porter Middle School,MIDDLE SCHOOL,KENNDY/NAHS/VAAS COS,91344,No,367,91
George K Porter Middle School,George K Porter Middle School,MIDDLE SCHOOL,KENNDY/NAHS/VAAS COS,91344,Yes,6,1
George K Porter Middle School Gifted Magnet,George K Porter Middle School,MAGNET CENTER - MIDDLE SCHOOL,KENNDY/NAHS/VAAS COS,91344,No,736,189
George K Porter Middle School Gifted Magnet,George K Porter Middle School,MAGNET CENTER - MIDDLE SCHOOL,KENNDY/NAHS/VAAS COS,91344,Yes,4,1
Walter Reed Middle School,Walter Reed Middle School,MIDDLE SCHOOL,NO HLYWD/VAL VLG COS,91602,No,459,98
Walter Reed Middle School,Walter Reed Middle School,MIDDLE SCHOOL,NO HLYWD/VAL VLG COS,91602,Yes,13,2
Paul Revere Charter Middle School,Paul Revere Charter Middle School,MIDDLE SCHOOL,WEST LA COS,90049,No,387,28
Paul Revere Charter Middle School,Paul Revere Charter Middle School,MIDDLE SCHOOL,WEST LA COS,90049,Yes,20,4
Paul Revere Charter Middle School Science/Tech/Math Magnet,Paul Revere Charter Middle School,MAGNET CENTER - MIDDLE SCHOOL,WEST LA COS,90049,No,938,163
Paul Revere Charter Middle School Science/Tech/Math Magnet,Paul Revere Charter Middle School,MAGNET CENTER - MIDDLE SCHOOL,WEST LA COS,90049,Yes,28,2
San Fernando Middle School,San Fernando Middle School,MIDDLE SCHOOL,SAN FRNNDO/SYLMR COS,91340,No,39,0
San Fernando Middle School,San Fernando Middle School,MIDDLE SCHOOL,SAN FRNNDO/SYLMR COS,91340,Yes,30,5
Francisco Sepulveda Middle School,Francisco Sepulveda Middle School,MIDDLE SCHOOL,MONROE COS,91343,No,10,0
Francisco Sepulveda Middle School,Francisco Sepulveda Middle School,MIDDLE SCHOOL,MONROE COS,91343,Yes,19,0
Francisco Sepulveda Middle School Gifted Magnet,Francisco Sepulveda Middle School,MAGNET CENTER - MIDDLE SCHOOL,MONROE COS,91343,No,295,67
Francisco Sepulveda Middle School Gifted Magnet,Francisco Sepulveda Middle School,MAGNET CENTER - MIDDLE SCHOOL,MONROE COS,91343,Yes,3,0
South Gate Middle School,South Gate Middle School,MIDDLE SCHOOL,SOUTH GATE COS,90280,No,23,0
South Gate Middle School,South Gate Middle School,MIDDLE SCHOOL,SOUTH GATE COS,90280,Yes,53,0
South Gate Middle School Science/Tech/Math Magnet,South Gate Middle School,MAGNET CENTER - MIDDLE SCHOOL,SOUTH GATE COS,90280,No,480,114
South Gate Middle School Science/Tech/Math Magnet,South Gate Middle School,MAGNET CENTER - MIDDLE SCHOOL,SOUTH GATE COS,90280,Yes,13,1
Robert Louis Stevenson College & Career Prep,Robert Louis Stevenson College & Career Prep,MIDDLE SCHOOL,BOYLE HEIGHTS COS,90023,No,5,0
Robert Louis Stevenson College & Career Prep,Robert Louis Stevenson College & Career Prep,MIDDLE SCHOOL,BOYLE HEIGHTS COS,90023,Yes,6,0
Robert Louis Stevenson College & Career Prep Gifted Magnet,Robert Louis Stevenson College & Career Prep,MAGNET CENTER - MIDDLE SCHOOL,BOYLE HEIGHTS COS,90023,No,112,39
Robert Louis Stevenson College & Career Prep Gifted Magnet,Robert Louis Stevenson College & Career Prep,MAGNET CENTER - MIDDLE SCHOOL,BOYLE HEIGHTS COS,90023,Yes,3,2
Robert Louis Stevenson College & Career Prep Comm Arts Mag,Robert Louis Stevenson College & Career Prep,MAGNET CENTER - MIDDLE SCHOOL,BOYLE HEIGHTS COS,90023,No,117,26
Robert Louis Stevenson College & Career Prep Comm Arts Mag,Robert Louis Stevenson College & Career Prep,MAGNET CENTER - MIDDLE SCHOOL,BOYLE HEIGHTS COS,90023,Yes,3,1
Walnut Park Middle School - Social Justice and Srvice Lrning,Walnut Park Middle School - Social Justice and Srvice Lrning,MIDDLE SCHOOL,HUNTNGTN PK/VRNON COS,90255,No,85,11
Walnut Park Middle School - Social Justice and Srvice Lrning,Walnut Park Middle School - Social Justice and Srvice Lrning,MIDDLE SCHOOL,HUNTNGTN PK/VRNON COS,90255,Yes,11,0
