Program_Name,School_Name,School_Type,School_ZipCode,Applicant_ZipCode,Applications_count,Seat_Offers
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,90011,1,0
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,90016,2,0
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,90018,3,0
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,90020,1,0
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,90025,1,0
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,90029,2,0
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,90034,3,0
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,90035,2,0
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,90036,2,0
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,90037,1,0
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,90038,1,0
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,90043,5,0
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,90045,5,0
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,90049,1,0
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,90058,2,0
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,90061,2,0
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,90062,1,0
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,90064,4,0
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,90066,13,3
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,90069,1,0
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,90094,2,1
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,90230,3,0
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,90247,1,0
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,90248,1,0
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,90291,8,3
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,90292,2,0
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,90710,1,0
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,90744,2,0
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,91316,1,0
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,91335,2,0
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,91405,1,1
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,91411,3,1
Beethoven Street Elementary,Beethoven Street Elementary,ELEMENTARY SCHOOL,90066,91604,1,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90004,1,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90005,17,2
RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90006,9,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90007,2,1
RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90008,2,1
RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90010,1,1
RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90011,1,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90015,1,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90016,1,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90017,1,1
RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90018,1,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90019,6,1
RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90020,4,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90026,1,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90027,1,1
RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90034,6,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90037,3,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90040,1,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90044,2,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90047,3,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90057,3,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90062,1,1
RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90302,1,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90402,1,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90710,1,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,91342,1,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,91436,2,2
RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,91601,1,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,91604,1,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL Two-Way Im Kor,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90005,1,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL Two-Way Im Kor,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90006,3,1
RFK Comm Schls - Ambassador Sch - Glbl Ed DL Two-Way Im Kor,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90007,1,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL Two-Way Im Kor,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90011,3,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL Two-Way Im Kor,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90018,2,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL Two-Way Im Kor,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90019,2,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL Two-Way Im Kor,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90020,5,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL Two-Way Im Kor,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90026,1,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL Two-Way Im Kor,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90027,1,1
RFK Comm Schls - Ambassador Sch - Glbl Ed DL Two-Way Im Kor,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90038,1,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL Two-Way Im Kor,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90039,1,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL Two-Way Im Kor,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90041,2,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL Two-Way Im Kor,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90044,1,1
RFK Comm Schls - Ambassador Sch - Glbl Ed DL Two-Way Im Kor,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90047,2,1
RFK Comm Schls - Ambassador Sch - Glbl Ed DL Two-Way Im Kor,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90057,1,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL Two-Way Im Kor,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90062,3,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL Two-Way Im Kor,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90064,1,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL Two-Way Im Kor,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90249,1,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL Two-Way Im Kor,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,90305,1,0
RFK Comm Schls - Ambassador Sch - Glbl Ed DL Two-Way Im Kor,RFK Comm Schls - Ambassador School - Global Education,DUAL LANGUAGE (DLC) - ELEM,90005,91343,1,0
Ellen Ochoa Learning Center,Ellen Ochoa Learning Center,SPAN SCHOOL,90201,90001,1,0
Ellen Ochoa Learning Center,Ellen Ochoa Learning Center,SPAN SCHOOL,90201,90002,1,0
Ellen Ochoa Learning Center,Ellen Ochoa Learning Center,SPAN SCHOOL,90201,90003,1,0
Ellen Ochoa Learning Center,Ellen Ochoa Learning Center,SPAN SCHOOL,90201,90011,3,0
Ellen Ochoa Learning Center,Ellen Ochoa Learning Center,SPAN SCHOOL,90201,90017,1,0
Ellen Ochoa Learning Center,Ellen Ochoa Learning Center,SPAN SCHOOL,90201,90019,1,0
Ellen Ochoa Learning Center,Ellen Ochoa Learning Center,SPAN SCHOOL,90201,90023,1,0
Ellen Ochoa Learning Center,Ellen Ochoa Learning Center,SPAN SCHOOL,90201,90033,1,0
Ellen Ochoa Learning Center,Ellen Ochoa Learning Center,SPAN SCHOOL,90201,90043,1,0
Ellen Ochoa Learning Center,Ellen Ochoa Learning Center,SPAN SCHOOL,90201,90061,1,0
Ellen Ochoa Learning Center,Ellen Ochoa Learning Center,SPAN SCHOOL,90201,90201,17,0
Ellen Ochoa Learning Center,Ellen Ochoa Learning Center,SPAN SCHOOL,90201,90248,1,0
Ellen Ochoa Learning Center,Ellen Ochoa Learning Center,SPAN SCHOOL,90201,90255,2,0
Ellen Ochoa Learning Center,Ellen Ochoa Learning Center,SPAN SCHOOL,90201,90262,1,0
Ellen Ochoa Learning Center,Ellen Ochoa Learning Center,SPAN SCHOOL,90201,90270,4,0
Ellen Ochoa Learning Center,Ellen Ochoa Learning Center,SPAN SCHOOL,90201,90280,1,0
Ellen Ochoa Learning Center,Ellen Ochoa Learning Center,SPAN SCHOOL,90201,91306,1,0
Ellen Ochoa Learning Center,Ellen Ochoa Learning Center,SPAN SCHOOL,90201,91342,2,0
Ellen Ochoa Learning Center,Ellen Ochoa Learning Center,SPAN SCHOOL,90201,91401,1,0
Ellen Ochoa LC DL Two-Way Im Spanish,Ellen Ochoa Learning Center,DUAL LANGUAGE (DLC) - ELEM,90201,90001,1,1
Ellen Ochoa LC DL Two-Way Im Spanish,Ellen Ochoa Learning Center,DUAL LANGUAGE (DLC) - ELEM,90201,90002,2,0
Ellen Ochoa LC DL Two-Way Im Spanish,Ellen Ochoa Learning Center,DUAL LANGUAGE (DLC) - ELEM,90201,90011,1,0
Ellen Ochoa LC DL Two-Way Im Spanish,Ellen Ochoa Learning Center,DUAL LANGUAGE (DLC) - ELEM,90201,90012,1,0
Ellen Ochoa LC DL Two-Way Im Spanish,Ellen Ochoa Learning Center,DUAL LANGUAGE (DLC) - ELEM,90201,90037,1,0
Ellen Ochoa LC DL Two-Way Im Spanish,Ellen Ochoa Learning Center,DUAL LANGUAGE (DLC) - ELEM,90201,90040,1,0
Ellen Ochoa LC DL Two-Way Im Spanish,Ellen Ochoa Learning Center,DUAL LANGUAGE (DLC) - ELEM,90201,90044,2,0
Ellen Ochoa LC DL Two-Way Im Spanish,Ellen Ochoa Learning Center,DUAL LANGUAGE (DLC) - ELEM,90201,90201,98,0
Ellen Ochoa LC DL Two-Way Im Spanish,Ellen Ochoa Learning Center,DUAL LANGUAGE (DLC) - ELEM,90201,90247,1,1
Ellen Ochoa LC DL Two-Way Im Spanish,Ellen Ochoa Learning Center,DUAL LANGUAGE (DLC) - ELEM,90201,90255,1,0
Ellen Ochoa LC DL Two-Way Im Spanish,Ellen Ochoa Learning Center,DUAL LANGUAGE (DLC) - ELEM,90201,90270,3,0
Ellen Ochoa LC DL Two-Way Im Spanish,Ellen Ochoa Learning Center,DUAL LANGUAGE (DLC) - ELEM,90201,90280,2,0
Ellen Ochoa LC DL Two-Way Im Spanish,Ellen Ochoa Learning Center,DUAL LANGUAGE (DLC) - ELEM,90201,90650,1,0
Ellen Ochoa LC DL Two-Way Im Spanish,Ellen Ochoa Learning Center,DUAL LANGUAGE (DLC) - ELEM,90201,90731,1,0
Ellen Ochoa LC DL Two-Way Im Spanish,Ellen Ochoa Learning Center,DUAL LANGUAGE (DLC) - ELEM,90201,91401,1,0
Teresa P Hughes Elementary Science/Tech/Math Magnet,Teresa P Hughes Elementary,MAGNET CENTER - ELEMENTARY,90201,90001,1,1
Teresa P Hughes Elementary Science/Tech/Math Magnet,Teresa P Hughes Elementary,MAGNET CENTER - ELEMENTARY,90201,90002,1,0
Teresa P Hughes Elementary Science/Tech/Math Magnet,Teresa P Hughes Elementary,MAGNET CENTER - ELEMENTARY,90201,90004,1,0
Teresa P Hughes Elementary Science/Tech/Math Magnet,Teresa P Hughes Elementary,MAGNET CENTER - ELEMENTARY,90201,90008,1,1
Teresa P Hughes Elementary Science/Tech/Math Magnet,Teresa P Hughes Elementary,MAGNET CENTER - ELEMENTARY,90201,90011,3,0
Teresa P Hughes Elementary Science/Tech/Math Magnet,Teresa P Hughes Elementary,MAGNET CENTER - ELEMENTARY,90201,90028,1,0
Teresa P Hughes Elementary Science/Tech/Math Magnet,Teresa P Hughes Elementary,MAGNET CENTER - ELEMENTARY,90201,90034,1,0
Teresa P Hughes Elementary Science/Tech/Math Magnet,Teresa P Hughes Elementary,MAGNET CENTER - ELEMENTARY,90201,90044,4,1
Teresa P Hughes Elementary Science/Tech/Math Magnet,Teresa P Hughes Elementary,MAGNET CENTER - ELEMENTARY,90201,90063,1,0
Teresa P Hughes Elementary Science/Tech/Math Magnet,Teresa P Hughes Elementary,MAGNET CENTER - ELEMENTARY,90201,90201,59,28
Teresa P Hughes Elementary Science/Tech/Math Magnet,Teresa P Hughes Elementary,MAGNET CENTER - ELEMENTARY,90201,90255,4,1
Teresa P Hughes Elementary Science/Tech/Math Magnet,Teresa P Hughes Elementary,MAGNET CENTER - ELEMENTARY,90201,90270,6,2
Teresa P Hughes Elementary Science/Tech/Math Magnet,Teresa P Hughes Elementary,MAGNET CENTER - ELEMENTARY,90201,90280,2,0
Teresa P Hughes Elementary Science/Tech/Math Magnet,Teresa P Hughes Elementary,MAGNET CENTER - ELEMENTARY,90201,91331,1,0
Teresa P Hughes Elementary Science/Tech/Math Magnet,Teresa P Hughes Elementary,MAGNET CENTER - ELEMENTARY,90201,91342,1,0
Teresa P Hughes Elementary Science/Tech/Math Magnet,Teresa P Hughes Elementary,MAGNET CENTER - ELEMENTARY,90201,91344,1,0
Teresa P Hughes Elementary Science/Tech/Math Magnet,Teresa P Hughes Elementary,MAGNET CENTER - ELEMENTARY,90201,91356,1,0
Nueva Vista Elementary Visual and Performing Arts Magnet,Nueva Vista Elementary,MAGNET CENTER - ELEMENTARY,90201,90001,5,3
Nueva Vista Elementary Visual and Performing Arts Magnet,Nueva Vista Elementary,MAGNET CENTER - ELEMENTARY,90201,90002,1,0
Nueva Vista Elementary Visual and Performing Arts Magnet,Nueva Vista Elementary,MAGNET CENTER - ELEMENTARY,90201,90003,2,0
Nueva Vista Elementary Visual and Performing Arts Magnet,Nueva Vista Elementary,MAGNET CENTER - ELEMENTARY,90201,90011,1,0
Nueva Vista Elementary Visual and Performing Arts Magnet,Nueva Vista Elementary,MAGNET CENTER - ELEMENTARY,90201,90017,1,0
Nueva Vista Elementary Visual and Performing Arts Magnet,Nueva Vista Elementary,MAGNET CENTER - ELEMENTARY,90201,90044,1,0
Nueva Vista Elementary Visual and Performing Arts Magnet,Nueva Vista Elementary,MAGNET CENTER - ELEMENTARY,90201,90059,2,0
Nueva Vista Elementary Visual and Performing Arts Magnet,Nueva Vista Elementary,MAGNET CENTER - ELEMENTARY,90201,90201,37,14
Nueva Vista Elementary Visual and Performing Arts Magnet,Nueva Vista Elementary,MAGNET CENTER - ELEMENTARY,90201,90255,9,2
Nueva Vista Elementary Visual and Performing Arts Magnet,Nueva Vista Elementary,MAGNET CENTER - ELEMENTARY,90201,90270,28,8
Nueva Vista Elementary Visual and Performing Arts Magnet,Nueva Vista Elementary,MAGNET CENTER - ELEMENTARY,90201,90280,2,0
Nueva Vista Elementary Visual and Performing Arts Magnet,Nueva Vista Elementary,MAGNET CENTER - ELEMENTARY,90201,90746,1,0
Nueva Vista Elementary Visual and Performing Arts Magnet,Nueva Vista Elementary,MAGNET CENTER - ELEMENTARY,90201,91605,1,1
Nueva Vista Elementary Visual and Performing Arts Magnet,Nueva Vista Elementary,MAGNET CENTER - ELEMENTARY,90201,92070,1,0
Gratts LA For YS DL One-Way Im Spanish,Gratts Learning Academy for Young Scholars (GLAYS),DUAL LANGUAGE (DLC) - ELEM,90017,90011,3,0
Gratts LA For YS DL One-Way Im Spanish,Gratts Learning Academy for Young Scholars (GLAYS),DUAL LANGUAGE (DLC) - ELEM,90017,90015,1,0
Gratts LA For YS DL One-Way Im Spanish,Gratts Learning Academy for Young Scholars (GLAYS),DUAL LANGUAGE (DLC) - ELEM,90017,90017,32,0
Gratts LA For YS DL One-Way Im Spanish,Gratts Learning Academy for Young Scholars (GLAYS),DUAL LANGUAGE (DLC) - ELEM,90017,90020,3,0
Gratts LA For YS DL One-Way Im Spanish,Gratts Learning Academy for Young Scholars (GLAYS),DUAL LANGUAGE (DLC) - ELEM,90017,90026,5,0
Gratts LA For YS DL One-Way Im Spanish,Gratts Learning Academy for Young Scholars (GLAYS),DUAL LANGUAGE (DLC) - ELEM,90017,90044,1,0
Gratts LA For YS DL One-Way Im Spanish,Gratts Learning Academy for Young Scholars (GLAYS),DUAL LANGUAGE (DLC) - ELEM,90017,90057,7,0
Huntington Park  Elementary DL Two-Way Im Spanish,Huntington Park Elementary,DUAL LANGUAGE (DLC) - ELEM,90255,90001,1,0
Huntington Park  Elementary DL Two-Way Im Spanish,Huntington Park Elementary,DUAL LANGUAGE (DLC) - ELEM,90255,90002,1,0
Huntington Park  Elementary DL Two-Way Im Spanish,Huntington Park Elementary,DUAL LANGUAGE (DLC) - ELEM,90255,90003,1,0
Huntington Park  Elementary DL Two-Way Im Spanish,Huntington Park Elementary,DUAL LANGUAGE (DLC) - ELEM,90255,90006,1,0
Huntington Park  Elementary DL Two-Way Im Spanish,Huntington Park Elementary,DUAL LANGUAGE (DLC) - ELEM,90255,90023,1,0
Huntington Park  Elementary DL Two-Way Im Spanish,Huntington Park Elementary,DUAL LANGUAGE (DLC) - ELEM,90255,90032,1,0
Huntington Park  Elementary DL Two-Way Im Spanish,Huntington Park Elementary,DUAL LANGUAGE (DLC) - ELEM,90255,90059,1,0
Huntington Park  Elementary DL Two-Way Im Spanish,Huntington Park Elementary,DUAL LANGUAGE (DLC) - ELEM,90255,90061,1,0
Huntington Park  Elementary DL Two-Way Im Spanish,Huntington Park Elementary,DUAL LANGUAGE (DLC) - ELEM,90255,90201,4,1
Huntington Park  Elementary DL Two-Way Im Spanish,Huntington Park Elementary,DUAL LANGUAGE (DLC) - ELEM,90255,90255,23,4
Huntington Park  Elementary DL Two-Way Im Spanish,Huntington Park Elementary,DUAL LANGUAGE (DLC) - ELEM,90255,90270,3,1
Huntington Park  Elementary DL Two-Way Im Spanish,Huntington Park Elementary,DUAL LANGUAGE (DLC) - ELEM,90255,90280,5,1
Huntington Park  Elementary DL Two-Way Im Spanish,Huntington Park Elementary,DUAL LANGUAGE (DLC) - ELEM,90255,90302,1,0
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90002,4,1
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90003,1,0
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90008,7,0
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90011,3,0
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90013,1,0
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90016,4,2
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90018,1,0
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90019,2,0
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90024,4,0
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90025,4,0
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90027,1,0
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90028,1,0
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90031,1,0
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90034,17,6
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90035,7,3
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90036,3,1
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90037,1,0
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90043,8,1
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90044,4,1
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90045,9,2
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90047,2,1
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90048,1,0
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90049,2,1
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90058,2,0
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90059,1,1
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90061,2,0
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90064,4,0
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90066,25,6
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90094,6,1
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90230,12,1
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90247,1,0
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90272,2,0
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90291,5,1
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90292,5,0
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90293,1,0
Braddock Drive Elementary Gifted Magnet,Braddock Drive Elementary,MAGNET CENTER - ELEMENTARY,90230,90305,1,0
