Program_Name,School_Name,School_Type,School_ZipCode,Applicant_ZipCode,Applications_count,Seat_Offers
Marina Del Rey Middle School Performing Arts Magnet,Marina Del Rey Middle School,MAGNET CENTER - MIDDLE SCHOOL,90066,91601,2,0
Marina Del Rey Middle School Performing Arts Magnet,Marina Del Rey Middle School,MAGNET CENTER - MIDDLE SCHOOL,90066,91605,1,0
Marina Del Rey Middle School Performing Arts Magnet,Marina Del Rey Middle School,MAGNET CENTER - MIDDLE SCHOOL,90066,91607,1,1
Edwin Markham Middle School Health Careers Magnet,Edwin Markham Middle School,MAGNET CENTER - MIDDLE SCHOOL,90002,90001,2,1
Edwin Markham Middle School Health Careers Magnet,Edwin Markham Middle School,MAGNET CENTER - MIDDLE SCHOOL,90002,90002,48,11
Edwin Markham Middle School Health Careers Magnet,Edwin Markham Middle School,MAGNET CENTER - MIDDLE SCHOOL,90002,90003,3,1
Edwin Markham Middle School Health Careers Magnet,Edwin Markham Middle School,MAGNET CENTER - MIDDLE SCHOOL,90002,90007,1,0
Edwin Markham Middle School Health Careers Magnet,Edwin Markham Middle School,MAGNET CENTER - MIDDLE SCHOOL,90002,90018,3,1
Edwin Markham Middle School Health Careers Magnet,Edwin Markham Middle School,MAGNET CENTER - MIDDLE SCHOOL,90002,90033,1,0
Edwin Markham Middle School Health Careers Magnet,Edwin Markham Middle School,MAGNET CENTER - MIDDLE SCHOOL,90002,90047,1,0
Edwin Markham Middle School Health Careers Magnet,Edwin Markham Middle School,MAGNET CENTER - MIDDLE SCHOOL,90002,90057,1,0
Edwin Markham Middle School Health Careers Magnet,Edwin Markham Middle School,MAGNET CENTER - MIDDLE SCHOOL,90002,90059,40,15
Edwin Markham Middle School Health Careers Magnet,Edwin Markham Middle School,MAGNET CENTER - MIDDLE SCHOOL,90002,90061,1,1
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90001,2,2
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90002,2,1
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90003,3,1
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90004,9,2
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90005,3,1
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90006,1,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90008,2,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90011,2,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90016,3,1
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90018,6,2
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90019,7,2
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90020,1,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90023,1,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90024,3,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90026,5,1
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90027,8,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90028,7,2
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90029,1,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90032,2,1
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90033,2,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90034,3,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90035,1,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90036,12,3
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90037,3,1
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90038,3,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90039,6,2
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90041,1,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90042,2,1
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90043,2,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90044,2,1
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90046,43,12
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90047,2,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90048,3,2
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90056,1,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90059,1,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90061,1,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90062,1,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90064,2,2
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90065,1,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90066,1,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90068,13,4
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90069,3,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90077,2,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90094,2,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90210,1,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90230,1,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90247,1,1
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90249,4,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90290,1,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90292,1,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90402,1,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90710,1,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90717,1,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90731,1,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90744,2,1
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90745,1,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91040,1,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91042,1,1
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91303,1,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91304,7,3
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91306,6,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91307,4,1
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91311,11,1
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91316,21,1
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91324,4,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91325,6,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91326,11,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91331,15,2
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91335,19,1
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91340,7,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91342,10,1
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91343,6,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91344,8,2
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91345,4,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91351,1,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91352,15,1
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91356,19,2
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91364,8,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91367,4,0
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91401,132,15
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91402,18,2
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91403,69,14
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91405,53,13
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91406,31,7
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91411,48,16
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91423,110,9
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91436,22,5
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91601,29,3
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91602,17,1
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91604,51,2
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91605,49,4
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91606,61,14
Robert A Millikan Charter MS Performing Arts Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91607,53,6
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90002,1,0
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90004,1,0
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90008,1,0
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90019,1,1
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90020,3,3
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90024,1,0
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90026,1,0
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90027,1,1
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90036,1,1
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90039,3,2
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90042,1,0
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90046,10,2
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90048,1,0
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90065,1,0
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90068,5,0
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90069,4,2
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90077,1,0
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,90249,2,0
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91304,1,0
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91306,1,0
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91311,1,0
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91316,6,2
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91325,1,0
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91331,1,0
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91335,5,2
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91340,1,1
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91342,2,1
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91344,3,3
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91345,1,0
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91352,4,1
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91356,5,2
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91364,3,1
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91367,1,1
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91401,31,7
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91402,4,1
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91403,20,8
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91405,14,4
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91406,3,2
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91411,17,5
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91423,29,5
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91436,3,0
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91601,7,2
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91602,6,0
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91604,20,3
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91605,16,4
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91606,21,8
Robert A Millikan Charter MS Socl/Gndr Equity Magnet,Robert A Millikan Affiliated Charter and Performing Arts MS,MAGNET CENTER - MIDDLE SCHOOL,91423,91607,16,4
Mount Gleason Middle School,Mount Gleason Middle School,MIDDLE SCHOOL,91040,90002,2,0
Mount Gleason Middle School,Mount Gleason Middle School,MIDDLE SCHOOL,91040,90006,1,0
Mount Gleason Middle School,Mount Gleason Middle School,MIDDLE SCHOOL,91040,90020,1,0
Mount Gleason Middle School,Mount Gleason Middle School,MIDDLE SCHOOL,91040,90033,2,0
Mount Gleason Middle School,Mount Gleason Middle School,MIDDLE SCHOOL,91040,90065,1,0
Mount Gleason Middle School,Mount Gleason Middle School,MIDDLE SCHOOL,91040,91040,7,0
Mount Gleason Middle School,Mount Gleason Middle School,MIDDLE SCHOOL,91040,91042,4,0
Mount Gleason Middle School,Mount Gleason Middle School,MIDDLE SCHOOL,91040,91331,2,0
Mount Gleason Middle School,Mount Gleason Middle School,MIDDLE SCHOOL,91040,91342,1,1
Mount Gleason Middle School,Mount Gleason Middle School,MIDDLE SCHOOL,91040,91345,1,0
Mount Gleason Middle School,Mount Gleason Middle School,MIDDLE SCHOOL,91040,91352,3,2
Mount Gleason Middle School,Mount Gleason Middle School,MIDDLE SCHOOL,91040,91601,1,0
Mount Gleason Middle School Gifted Magnet,Mount Gleason Middle School,MAGNET CENTER - MIDDLE SCHOOL,91040,90002,1,0
Mount Gleason Middle School Gifted Magnet,Mount Gleason Middle School,MAGNET CENTER - MIDDLE SCHOOL,91040,90003,1,1
Mount Gleason Middle School Gifted Magnet,Mount Gleason Middle School,MAGNET CENTER - MIDDLE SCHOOL,91040,90032,1,0
Mount Gleason Middle School Gifted Magnet,Mount Gleason Middle School,MAGNET CENTER - MIDDLE SCHOOL,91040,90033,1,0
Mount Gleason Middle School Gifted Magnet,Mount Gleason Middle School,MAGNET CENTER - MIDDLE SCHOOL,91040,91001,1,0
Mount Gleason Middle School Gifted Magnet,Mount Gleason Middle School,MAGNET CENTER - MIDDLE SCHOOL,91040,91040,56,17
Mount Gleason Middle School Gifted Magnet,Mount Gleason Middle School,MAGNET CENTER - MIDDLE SCHOOL,91040,91042,44,15
Mount Gleason Middle School Gifted Magnet,Mount Gleason Middle School,MAGNET CENTER - MIDDLE SCHOOL,91040,91331,8,1
Mount Gleason Middle School Gifted Magnet,Mount Gleason Middle School,MAGNET CENTER - MIDDLE SCHOOL,91040,91340,1,1
Mount Gleason Middle School Gifted Magnet,Mount Gleason Middle School,MAGNET CENTER - MIDDLE SCHOOL,91040,91342,14,3
