"ApplyCostCenterCode","ApplyProgramLocationCode","ApplyProgramName","ApplySchoolLocationCode","ApplySchool","ApplyCDSCode","ApplySchoolType","ApplyBoardDistrict","ApplyLocalDistrict","ApplyCommunityOfSchools","ApplyZipCode","ApplicantZipCode","Applications","SeatOffers","PropOfTotalApps","PropOfTotalSeatOffers"
1520502,2812,"Mayberry Street Elementary DL Two-Way Im Spanish",5205,"Mayberry Street Elementary","19647336018097","DUAL LANGUAGE (DLC) - ELEM",5,"C","GLSLL/LS FLZ PRK COS",90026,"90047",1,0,0.0123,0
1520502,2812,"Mayberry Street Elementary DL Two-Way Im Spanish",5205,"Mayberry Street Elementary","19647336018097","DUAL LANGUAGE (DLC) - ELEM",5,"C","GLSLL/LS FLZ PRK COS",90026,"90057",3,1,0.037,0.0769
1520502,2812,"Mayberry Street Elementary DL Two-Way Im Spanish",5205,"Mayberry Street Elementary","19647336018097","DUAL LANGUAGE (DLC) - ELEM",5,"C","GLSLL/LS FLZ PRK COS",90026,"90065",6,0,0.0741,0
1520502,2812,"Mayberry Street Elementary DL Two-Way Im Spanish",5205,"Mayberry Street Elementary","19647336018097","DUAL LANGUAGE (DLC) - ELEM",5,"C","GLSLL/LS FLZ PRK COS",90026,"90502",1,0,0.0123,0
1520502,2812,"Mayberry Street Elementary DL Two-Way Im Spanish",5205,"Mayberry Street Elementary","19647336018097","DUAL LANGUAGE (DLC) - ELEM",5,"C","GLSLL/LS FLZ PRK COS",90026,"90670",1,1,0.0123,0.0769
1520502,2812,"Mayberry Street Elementary DL Two-Way Im Spanish",5205,"Mayberry Street Elementary","19647336018097","DUAL LANGUAGE (DLC) - ELEM",5,"C","GLSLL/LS FLZ PRK COS",90026,"90746",1,0,0.0123,0
1520502,2812,"Mayberry Street Elementary DL Two-Way Im Spanish",5205,"Mayberry Street Elementary","19647336018097","DUAL LANGUAGE (DLC) - ELEM",5,"C","GLSLL/LS FLZ PRK COS",90026,"91201",1,0,0.0123,0
1520503,2447,"Mayberry Street Elementary Communication Arts Magnet",5205,"Mayberry Street Elementary","19647336018097","MAGNET CENTER - ELEMENTARY",5,"C","GLSLL/LS FLZ PRK COS",90026,"90001",2,1,0.0196,0.0357
1520503,2447,"Mayberry Street Elementary Communication Arts Magnet",5205,"Mayberry Street Elementary","19647336018097","MAGNET CENTER - ELEMENTARY",5,"C","GLSLL/LS FLZ PRK COS",90026,"90002",1,1,0.0098,0.0357
1520503,2447,"Mayberry Street Elementary Communication Arts Magnet",5205,"Mayberry Street Elementary","19647336018097","MAGNET CENTER - ELEMENTARY",5,"C","GLSLL/LS FLZ PRK COS",90026,"90003",1,0,0.0098,0
1520503,2447,"Mayberry Street Elementary Communication Arts Magnet",5205,"Mayberry Street Elementary","19647336018097","MAGNET CENTER - ELEMENTARY",5,"C","GLSLL/LS FLZ PRK COS",90026,"90004",3,2,0.0294,0.0714
1520503,2447,"Mayberry Street Elementary Communication Arts Magnet",5205,"Mayberry Street Elementary","19647336018097","MAGNET CENTER - ELEMENTARY",5,"C","GLSLL/LS FLZ PRK COS",90026,"90006",2,1,0.0196,0.0357
1520503,2447,"Mayberry Street Elementary Communication Arts Magnet",5205,"Mayberry Street Elementary","19647336018097","MAGNET CENTER - ELEMENTARY",5,"C","GLSLL/LS FLZ PRK COS",90026,"90012",1,0,0.0098,0
1520503,2447,"Mayberry Street Elementary Communication Arts Magnet",5205,"Mayberry Street Elementary","19647336018097","MAGNET CENTER - ELEMENTARY",5,"C","GLSLL/LS FLZ PRK COS",90026,"90019",2,1,0.0196,0.0357
1520503,2447,"Mayberry Street Elementary Communication Arts Magnet",5205,"Mayberry Street Elementary","19647336018097","MAGNET CENTER - ELEMENTARY",5,"C","GLSLL/LS FLZ PRK COS",90026,"90023",2,0,0.0196,0
1520503,2447,"Mayberry Street Elementary Communication Arts Magnet",5205,"Mayberry Street Elementary","19647336018097","MAGNET CENTER - ELEMENTARY",5,"C","GLSLL/LS FLZ PRK COS",90026,"90026",79,17,0.7745,0.6071
1520503,2447,"Mayberry Street Elementary Communication Arts Magnet",5205,"Mayberry Street Elementary","19647336018097","MAGNET CENTER - ELEMENTARY",5,"C","GLSLL/LS FLZ PRK COS",90026,"90028",2,1,0.0196,0.0357
1520503,2447,"Mayberry Street Elementary Communication Arts Magnet",5205,"Mayberry Street Elementary","19647336018097","MAGNET CENTER - ELEMENTARY",5,"C","GLSLL/LS FLZ PRK COS",90026,"90029",1,1,0.0098,0.0357
1520503,2447,"Mayberry Street Elementary Communication Arts Magnet",5205,"Mayberry Street Elementary","19647336018097","MAGNET CENTER - ELEMENTARY",5,"C","GLSLL/LS FLZ PRK COS",90026,"90037",1,0,0.0098,0
1520503,2447,"Mayberry Street Elementary Communication Arts Magnet",5205,"Mayberry Street Elementary","19647336018097","MAGNET CENTER - ELEMENTARY",5,"C","GLSLL/LS FLZ PRK COS",90026,"90057",5,3,0.049,0.1071
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"34470",1,0,9e-04,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90002",4,1,0.0037,0.0079
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90003",4,0,0.0037,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90004",91,14,0.0836,0.1111
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90005",40,5,0.0367,0.0397
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90006",35,2,0.0321,0.0159
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90007",10,1,0.0092,0.0079
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90008",11,1,0.0101,0.0079
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90010",2,0,0.0018,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90011",12,3,0.011,0.0238
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90012",4,1,0.0037,0.0079
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90013",3,0,0.0028,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90015",6,1,0.0055,0.0079
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90016",41,3,0.0376,0.0238
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90017",8,3,0.0073,0.0238
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90018",34,3,0.0312,0.0238
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90019",113,21,0.1038,0.1667
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90020",87,14,0.0799,0.1111
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90022",1,0,9e-04,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90023",2,0,0.0018,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90024",2,0,0.0018,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90025",2,0,0.0018,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90026",15,1,0.0138,0.0079
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90027",27,1,0.0248,0.0079
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90028",22,5,0.0202,0.0397
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90029",19,3,0.0174,0.0238
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90031",3,0,0.0028,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90032",1,0,9e-04,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90034",15,1,0.0138,0.0079
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90035",19,1,0.0174,0.0079
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90036",100,6,0.0918,0.0476
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90037",6,2,0.0055,0.0159
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90038",39,3,0.0358,0.0238
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90039",7,1,0.0064,0.0079
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90041",4,0,0.0037,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90042",3,2,0.0028,0.0159
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90043",15,4,0.0138,0.0317
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90044",12,0,0.011,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90045",7,0,0.0064,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90046",72,2,0.0661,0.0159
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90047",8,1,0.0073,0.0079
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90048",18,3,0.0165,0.0238
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90049",1,0,9e-04,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90057",22,3,0.0202,0.0238
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90058",2,1,0.0018,0.0079
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90059",6,0,0.0055,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90062",10,0,0.0092,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90064",1,0,9e-04,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90065",4,3,0.0037,0.0238
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90066",6,0,0.0055,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90067",1,0,9e-04,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90068",30,2,0.0275,0.0159
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90069",7,0,0.0064,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90089",1,0,9e-04,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90201",1,0,9e-04,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90210",3,0,0.0028,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90247",1,0,9e-04,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90255",3,0,0.0028,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90270",1,0,9e-04,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90272",1,0,9e-04,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90280",1,0,9e-04,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90717",1,0,9e-04,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"90731",2,0,0.0018,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"91040",1,0,9e-04,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"91204",1,0,9e-04,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"91304",2,0,0.0018,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"91306",2,0,0.0018,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"91311",1,0,9e-04,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"91326",4,1,0.0037,0.0079
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"91342",1,1,9e-04,0.0079
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"91356",1,0,9e-04,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"91364",1,0,9e-04,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"91367",3,0,0.0028,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"91401",2,0,0.0018,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"91402",2,0,0.0018,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"91403",1,0,9e-04,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"91406",4,0,0.0037,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"91411",3,0,0.0028,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"91423",3,0,0.0028,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"91601",5,2,0.0046,0.0159
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"91602",3,0,0.0028,0
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"91604",6,1,0.0055,0.0079
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"91605",5,2,0.0046,0.0159
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"91606",3,1,0.0028,0.0079
1521901,5219,"Melrose Avenue Elementary Math/Science/Technology Magnet",5219,"Melrose Avenue Elementary Math/Science/Technology Magnet","19647336018113","MAGNET-SELF CONTAINED (ELEM)",4,"W","FAIRFAX COS",90046,"91607",5,0,0.0046,0
1523301,5233,"Melvin Avenue Elementary",5233,"Melvin Avenue Elementary","19647336018121","ELEMENTARY SCHOOL",3,"NW","CLEVELAND COS",91335,"90006",1,0,0.0278,0
1523301,5233,"Melvin Avenue Elementary",5233,"Melvin Avenue Elementary","19647336018121","ELEMENTARY SCHOOL",3,"NW","CLEVELAND COS",91335,"90044",1,0,0.0278,0
1523301,5233,"Melvin Avenue Elementary",5233,"Melvin Avenue Elementary","19647336018121","ELEMENTARY SCHOOL",3,"NW","CLEVELAND COS",91335,"90270",1,0,0.0278,0
1523301,5233,"Melvin Avenue Elementary",5233,"Melvin Avenue Elementary","19647336018121","ELEMENTARY SCHOOL",3,"NW","CLEVELAND COS",91335,"91304",2,0,0.0556,0
1523301,5233,"Melvin Avenue Elementary",5233,"Melvin Avenue Elementary","19647336018121","ELEMENTARY SCHOOL",3,"NW","CLEVELAND COS",91335,"91306",9,0,0.25,0
1523301,5233,"Melvin Avenue Elementary",5233,"Melvin Avenue Elementary","19647336018121","ELEMENTARY SCHOOL",3,"NW","CLEVELAND COS",91335,"91311",2,0,0.0556,0
1523301,5233,"Melvin Avenue Elementary",5233,"Melvin Avenue Elementary","19647336018121","ELEMENTARY SCHOOL",3,"NW","CLEVELAND COS",91335,"91324",2,0,0.0556,0
1523301,5233,"Melvin Avenue Elementary",5233,"Melvin Avenue Elementary","19647336018121","ELEMENTARY SCHOOL",3,"NW","CLEVELAND COS",91335,"91325",2,0,0.0556,0
